MODULO;CODIGOPARAMETRO;DESCRIPCIONPARAMETRO;FUENTE;VALORPORDEFECTO;VALORPORCENTRO;ORGANIZACION;CENTRO;SERVICIO
Facturación;PA_PASINV0039;Meses máximos de antigüedad de los subepisodios a aplicar en la facturación;TiCares;36;1000;ÁREA HOSPITALARIA SEVILLA;Resid. S. JUAN DIOS;
Facturación;PA_PASINV0039;Meses máximos de antigüedad de los subepisodios a aplicar en la facturación;TiCares;36;1000;ÁREA HOSPITALARIA ALCALÁ;CIUDAD. S. JUAN DIOS;
Facturación;PA_PASINV0039;Meses máximos de antigüedad de los subepisodios a aplicar en la facturación;TiCares;36;1000;ÁREA HOSPITALARIA LAS PALMAS;CSJD LAS PALMAS;
Facturación;PA_PASINV0040;Facturar Conceptos Fijos sin consumos pendientes;TiCares;false;;;;
Facturación;PA_PASINV0041;Tipo de documento externo por defecto del centro del operador logado.;TiCares;NNESP;;;;
Admisión;PA_PASADM0010;Carga un tipo de vía por defecto para la dirección del paciente;TiCares;CL;;;;
Enfermería;PA_CISNUR0023;El sistema gestiona la posibilidad de modificar una intervención desde el listado de actividades;TiCares;1;;;;
Facturación;PA_PASINV0057;El sistema genera factura al realizar una cita de Consultas Externas;TiCares;0;;;;
Parámetros generales de la aplicación;PA_COMAPP0011;"Booleano que indica el formato de la descripción de los operadores: ""NOMBRE APELLIDO1 APELLIDO2"" (valor true) o ""APELLIDO1 APELLIDO2, NOMBRE"" (valor false)";TiCares;true;;;;
Parámetros generales de la aplicación;PA_COMAPP0013;Parmetro que indica si se va a tener en cuenta el facility a la hora de filtrar los episodios que se muestran desde la pantalla de episodios desde la barra de usuario activo;TiCares;true;;;;
Enfermería;PA_CISNUR0024;Obliga asociar un rea de enfermera al personal de enfermera;TiCares;0;;;;
Quirófano;PA_PASOPR0014;Tiempo de auto-refresco para la pantalla de Área Quirúrgica (en segundos);TiCares;600;;;;
Enfermería;PA_CISNUR0017;Parámetro para deshabilitar función de copiar/pegar en Evoluciones;TiCares;false;;;;
Quirófano;PA_PASOPR0012;Indica si al modificar material de la hoja operatoria, realiza una acción de eliminar y crear;TiCares;0;;;;
Facturación;PA_PASINV0059;El sistema permite modificar lineas automáticas no persistidas;TiCares;1;;;;
Quirófano;PA_PASOPR0013;Técnica de realización visible en procedimientos quirúrgicos;TiCares;false;;;;
Facturación;PA_PASINV0054;Indica si se permite la Facturación en Curso de Rehabilitación;TiCares;true;;;;
Admisión;PA_PASADM0007;Permitir modificar datos de hospitalizaciones, altas y urgencias desde la pantalla de Episodios.;TiCares;true;;;;
Admisión;PA_PASADM0008;Parámetro de admisión que indica el nombre del jasper que se utilizará en el centro del operador para generar las etiquetas de Admisión del paciente.;TiCares;;printClientLabelSevilla.jasper;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Estación Clínica;PA_CISMED0053;Código del árbol de historia que se debe precargar al entrar en la historia clínica;TiCares;CLIENT_TICARES;;;;
Estación Clínica;COR_T_INC_MOD;Tiempo de modificación de incidencias;TiCares;5;480;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Estación Clínica;COR_T_INC_MOD;Tiempo de modificación de incidencias;TiCares;5;120;ÁREA HOSPITALARIA MADRID;NUESTRA SEÑORA DE LA PAZ;
Estación Clínica;COR_T_INC_ELI;Tiempo de eliminación de incidencias;TiCares;5;480;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Estación Clínica;COR_T_INC_ELI;Tiempo de eliminación de incidencias;TiCares;5;120;ÁREA HOSPITALARIA MADRID;NUESTRA SEÑORA DE LA PAZ;
Quirófano;PA_PASOPR0010;Uso de tiempo medio de intervención por cirujano;TiCares;true;true;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Quirófano;PA_PASOPR0011;Rol que actua como principal en el Equipo Médico;TiCares;CI;;;;
Parámetros generales de la aplicación;PA_COMAPP0012;Consolas a Demanda;TiCares;true;;;;
Facturación;PA_PASINV0060;Indica si se permite la Facturación en Curso de Hospital de Día;TiCares;true;false;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Facturación;PA_PASINV0060;Indica si se permite la Facturación en Curso de Hospital de Día;TiCares;true;false;ÁREA HOSPITALARIA MADRID;C. SAN JUAN DE DIOS CIEMPOZUELOS;
Facturación;PA_PASINV0060;Indica si se permite la Facturación en Curso de Hospital de Día;TiCares;true;true;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Facturación;PA_PASINV0060;Indica si se permite la Facturación en Curso de Hospital de Día;TiCares;true;false;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Facturación;PA_PASINV0060;Indica si se permite la Facturación en Curso de Hospital de Día;TiCares;true;false;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Facturación;PA_PASINV0060;Indica si se permite la Facturación en Curso de Hospital de Día;TiCares;true;false;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Facturación;PA_PASINV0060;Indica si se permite la Facturación en Curso de Hospital de Día;TiCares;true;false;ÁREA HOSPITALARIA MÁLAGA;C. ASISTENCIAL SAN JUAN DE DIOS;
Facturación;PA_PASINV1053;Entidad / Tarifa privado asociado a pacientes de compañía;TiCares;VACIO;;;;
Servicios Intermedios;PA_DISMOR0012;Parámetro para permitir recepcionar con fecha pasada;TiCares;1;;;;
Quirófano;PA_PASOPR0015;Tiempo de auto-refresco para la pantalla de Pizarra de Quirófano (en segundos);TiCares;600;;;;
Quirófano;PA_PASOPR0016;Número de filas a mostrar en la pizarra de Quirófano;TiCares;8;;;;
Servicios Intermedios;PA_DISMOR0013;Generacion del numero de muestra por TiCares;TiCares;0;;;;
Servicios Intermedios;PA_DISMOR0014;Parametro para permite que TiCares genere un numero de muestra por servicio;TiCares;0;;;;
Facturación;PA_PASINV0061;Determina si se pueden recalcular albaranes de otros años distintos al actual;TiCares;1;1;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Estación Clínica;PA_CISMED0055;XKEY del formulario para la  Ficha Especial Confidencial;TiCares;VACIO;DATCONF;ÁREA HOSPITALARIA MÁLAGA;C. ASISTENCIAL SAN JUAN DE DIOS;
Estación Clínica;PA_CISMED0055;XKEY del formulario para la  Ficha Especial Confidencial;TiCares;VACIO;DATCONF;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;PSIQUIATRÍA
Estación Clínica;PA_CISMED0055;XKEY del formulario para la  Ficha Especial Confidencial;TiCares;VACIO;FC_TSOC;ÁREA HOSPITALARIA LAS PALMAS;CSJD LAS PALMAS;
Quirófano;PA_PASOPR0017;Indica si la búsqueda de materiales se ha de realizar con un LIKE;TiCares;1;0;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Admisión;PA_PASADM0011;El sistema genera número de orden de entrada y salida en episodios de atención de día;TiCares;0;;;;
Facturación;PA_PASINV0042;Número máx. de resultados en las búsquedas del Algoritmo de facturación;TiCares;30000;;;;
Servicios Intermedios;PA_DISMOR0010;Característica de tramo asociada a las peticiones de quirófano (Código);TiCares;EST;;;;
Farmacia;PA_DISPHA0028;Activa el circuito de integracion con stock de almacen en la creacion de recetas ambulatoria;SFERE;false;;;;
Farmacia;PA_DISPHA0029;Consultar lotes de medicamentos por integración.;SFERE;false;;;;
Farmacia;PA_DISPHA0030;Enviar mensaje al validar una receta en las dispensaciones ambulatorias de medicamentos;SFERE;;;;;
Parámetros generales de la aplicación;PA_COMAPP0005;Parámetro para la definición por centro de las clases de actos clínicos;TiCares;EXT_CONS,MED_ORDER,SURG_INT;;;;
Parámetros generales de la aplicación;PA_COMAPP0006;Parámetro que indica si se usan los tesauros de diagnósticos y procedimientos por centro.;TiCares;TRUE;;;;
Enfermería;PA_CISNUR0012;"Xkey de la actividad de enfermería correspondiente a ""Tomar Peso""";TiCares;C126001;;;;
Enfermería;PA_CISNUR0013;"Xkey de la actividad de enfermería correspondiente a ""Tomar Altura""";TiCares;C126002;;;;
Estación Clínica;PA_COMENC0001;Tipo Formulario asociado a las Enfermedades de Especial Vigilancia;TiCares;FRM_EEV;;;;
Estación Clínica;PA_COMENC0002;El sistema gestiona enfermedades de especial vigilancia;TiCares;0;0;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Estación Clínica;PA_COMENC0002;El sistema gestiona enfermedades de especial vigilancia;TiCares;0;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Estación Clínica;PA_COMENC0002;El sistema gestiona enfermedades de especial vigilancia;TiCares;0;0;CENTROS EXTERNOS;H.V. DE VALME;
Estación Clínica;PA_COMENC0002;El sistema gestiona enfermedades de especial vigilancia;TiCares;0;0;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Estación Clínica;PA_COMENC0002;El sistema gestiona enfermedades de especial vigilancia;TiCares;0;0;CENTROS EXTERNOS;H.V. DEL ROCIO;
Estación Clínica;PA_COMENC0002;El sistema gestiona enfermedades de especial vigilancia;TiCares;0;0;CENTROS EXTERNOS;H.V. MACARENA;
Estación Clínica;PA_COMENC0002;El sistema gestiona enfermedades de especial vigilancia;TiCares;0;0;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Estación Clínica;PA_COMENC0002;El sistema gestiona enfermedades de especial vigilancia;TiCares;0;0;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Estación Clínica;PA_COMENC0002;El sistema gestiona enfermedades de especial vigilancia;TiCares;0;0;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Nutrición y dietética;PA_CISMED0048;Tiempo permitido para eliminar una prescripción de nutrición enteral de un paciente;TiCares;PA_CISMED0032;;;;
Nutrición y dietética;PA_CISMED0049;Tiempo permitido para modificar una prescripción de nutrición enteral de un paciente;TiCares;PA_CISMED0032;;;;
Facturación;PA_PASINV0043;Parámetro que indica el informe a usar cuando se desee imprimir informes en formato ALBARÁN SIN precios;TiCares;report_default_delivery_without_prices.jasper;report_default_delivery_without_prices_CORDOBA.jasper;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Facturación;PA_PASINV0043;Parámetro que indica el informe a usar cuando se desee imprimir informes en formato ALBARÁN SIN precios;TiCares;report_default_delivery_without_prices.jasper;report_default_delivery_without_prices_ALJ.jasper;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Facturación;PA_PASINV0044;Parámetro que indica el informe a usar cuando se desee imprimir informes en formato ALBARÁN CON precios;TiCares;report_default_delivery_with_prices.jasper;report_default_delivery_with_prices_CORDOBA.jasper;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Facturación;PA_PASINV0044;Parámetro que indica el informe a usar cuando se desee imprimir informes en formato ALBARÁN CON precios;TiCares;report_default_delivery_with_prices.jasper;report_default_delivery_with_prices_IGIC.jasper;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Facturación;PA_PASINV0044;Parámetro que indica el informe a usar cuando se desee imprimir informes en formato ALBARÁN CON precios;TiCares;report_default_delivery_with_prices.jasper;report_default_delivery_with_prices_ALJ.jasper;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Facturación;PA_PASINV0044;Parámetro que indica el informe a usar cuando se desee imprimir informes en formato ALBARÁN CON precios;TiCares;report_default_delivery_with_prices.jasper;report_default_delivery_with_prices_IGIC_LP.jasper;ÁREA HOSPITALARIA LAS PALMAS;CSJD LAS PALMAS;
Facturación;PA_PASINV0044;Parámetro que indica el informe a usar cuando se desee imprimir informes en formato ALBARÁN CON precios;TiCares;report_default_delivery_with_prices.jasper;report_default_invoice_with_prices_ALCALA.jasper;ÁREA HOSPITALARIA ALCALÁ;CIUDAD. S. JUAN DIOS;
Facturación;PA_PASINV0045;Parámetro que indica el informe a usar cuando se desee imprimir informes en formato FACTURA SIN precios;TiCares;report_default_invoice_without_prices.jasper;report_default_invoice_without_prices_IGIC.jasper;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Facturación;PA_PASINV0045;Parámetro que indica el informe a usar cuando se desee imprimir informes en formato FACTURA SIN precios;TiCares;report_default_invoice_without_prices.jasper;report_default_invoice_with_prices_CORDOBA.jasper;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Facturación;PA_PASINV0045;Parámetro que indica el informe a usar cuando se desee imprimir informes en formato FACTURA SIN precios;TiCares;report_default_invoice_without_prices.jasper;report_default_invoice_without_prices_IGIC_LP.jasper;ÁREA HOSPITALARIA LAS PALMAS;CSJD LAS PALMAS;
Facturación;PA_PASINV0045;Parámetro que indica el informe a usar cuando se desee imprimir informes en formato FACTURA SIN precios;TiCares;report_default_invoice_without_prices.jasper;report_default_invoice_with_prices.jasper;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Facturación;PA_PASINV0045;Parámetro que indica el informe a usar cuando se desee imprimir informes en formato FACTURA SIN precios;TiCares;report_default_invoice_without_prices.jasper;report_default_invoice_without_prices_ALJ.jasper;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Facturación;PA_PASINV0046;Parámetro que indica el informe a usar cuando se desee imprimir informes en formato FACTURA CON precios;TiCares;report_default_invoice_with_prices.jasper;report_default_invoice_with_prices_IGIC.jasper;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Facturación;PA_PASINV0046;Parámetro que indica el informe a usar cuando se desee imprimir informes en formato FACTURA CON precios;TiCares;report_default_invoice_with_prices.jasper;report_default_invoice_with_prices_MALAGA.jasper;ÁREA HOSPITALARIA MÁLAGA;C. ASISTENCIAL SAN JUAN DE DIOS;
Facturación;PA_PASINV0046;Parámetro que indica el informe a usar cuando se desee imprimir informes en formato FACTURA CON precios;TiCares;report_default_invoice_with_prices.jasper;report_default_invoice_with_prices_IGIC_LP.jasper;ÁREA HOSPITALARIA LAS PALMAS;CSJD LAS PALMAS;
Facturación;PA_PASINV0046;Parámetro que indica el informe a usar cuando se desee imprimir informes en formato FACTURA CON precios;TiCares;report_default_invoice_with_prices.jasper;report_default_invoice_with_prices_ALJ.jasper;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Facturación;PA_PASINV0046;Parámetro que indica el informe a usar cuando se desee imprimir informes en formato FACTURA CON precios;TiCares;report_default_invoice_with_prices.jasper;report_default_invoice_with_prices_ALCALA.jasper;ÁREA HOSPITALARIA ALCALÁ;CIUDAD. S. JUAN DIOS;
Facturación;PA_PASINV0046;Parámetro que indica el informe a usar cuando se desee imprimir informes en formato FACTURA CON precios;TiCares;report_default_invoice_with_prices.jasper;report_default_invoice_with_prices_CORDOBA.jasper;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Facturación;PA_PASINV0047;Parámetro que indica el número de copias a generar en las facturas;TiCares;1;1;ÁREA HOSPITALARIA MÁLAGA;C. ASISTENCIAL SAN JUAN DE DIOS;
Facturación;PA_PASINV0047;Parámetro que indica el número de copias a generar en las facturas;TiCares;1;2;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Facturación;PA_PASINV0047;Parámetro que indica el número de copias a generar en las facturas;TiCares;1;1;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Facturación;PA_PASINV0047;Parámetro que indica el número de copias a generar en las facturas;TiCares;1;1;ÁREA HOSPITALARIA MADRID;C. SAN JUAN DE DIOS CIEMPOZUELOS;
Facturación;PA_PASINV0047;Parámetro que indica el número de copias a generar en las facturas;TiCares;1;1;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Emergencias;PA_PASEME0032;Tiempo de refresco de la pantalla de listado de pronósticos en segundos;TiCares;0;;;;
Estación Clínica;PA_CISMED0050;Define la hora de referencia por defecto que se muestra durante la prescripción.;TiCares;09:00;07:00;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Estación Clínica;PA_CISMED0050;Define la hora de referencia por defecto que se muestra durante la prescripción.;TiCares;09:00;09:00;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Estación Clínica;PA_CISMED0050;Define la hora de referencia por defecto que se muestra durante la prescripción.;TiCares;09:00;08:00;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Enfermería;PA_CISNUR0014;Tiempo permitido para modificar una vía de un paciente;TiCares;PA_CISMED0032;;;;
Enfermería;PA_CISNUR0015;Tiempo permitido para eliminar una vía de un paciente;TiCares;PA_CISMED0032;;;;
Enfermería;PA_CISNUR0016;El sistema gestiona vías del paciente;TiCares;0;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Enfermería;PA_CISNUR0016;El sistema gestiona vías del paciente;TiCares;0;1;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Enfermería;PA_CISNUR0016;El sistema gestiona vías del paciente;TiCares;0;1;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Enfermería;PA_CISNUR0016;El sistema gestiona vías del paciente;TiCares;0;1;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Enfermería;PA_CISNUR0016;El sistema gestiona vías del paciente;TiCares;0;1;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Enfermería;PA_CISNUR0016;El sistema gestiona vías del paciente;TiCares;0;1;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Enfermería;PA_CISNUR0016;El sistema gestiona vías del paciente;TiCares;0;1;ÁREA HOSPITALARIA MADRID;C. SAN JUAN DE DIOS CIEMPOZUELOS;
Enfermería;PA_CISNUR0016;El sistema gestiona vías del paciente;TiCares;0;1;ÁREA HOSPITALARIA MÁLAGA;C. ASISTENCIAL SAN JUAN DE DIOS;
Emergencias;PA_PASEME0033;Carga de IVM inactivos;TiCares;false;;;;
Facturación;PA_PASINV0049;Posibilidad de facturar en unidad monetaria deseada;TiCares;0;;;;
Estación Clínica;PA_CISNUR0018;Obligatoriedad de seleccionar Diagnóstico codificado en las pantallas de Diagnósticos y Procedimientos.;TiCares;false;false;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Estación Clínica;PA_CISNUR0018;Obligatoriedad de seleccionar Diagnóstico codificado en las pantallas de Diagnósticos y Procedimientos.;TiCares;false;true;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Estación Clínica;PA_CISNUR0018;Obligatoriedad de seleccionar Diagnóstico codificado en las pantallas de Diagnósticos y Procedimientos.;TiCares;false;true;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Estación Clínica;PA_CISNUR0018;Obligatoriedad de seleccionar Diagnóstico codificado en las pantallas de Diagnósticos y Procedimientos.;TiCares;false;false;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Estación Clínica;PA_CISNUR0019;Obligatoriedad de seleccionar Procedimiento codificado en las pantallas de Diagnósticos y Procedimientos.;TiCares;false;true;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Estación Clínica;PA_CISNUR0019;Obligatoriedad de seleccionar Procedimiento codificado en las pantallas de Diagnósticos y Procedimientos.;TiCares;false;false;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Estación Clínica;PA_CISNUR0019;Obligatoriedad de seleccionar Procedimiento codificado en las pantallas de Diagnósticos y Procedimientos.;TiCares;false;false;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Facturación;PA_PASINV0051;El sistema permite modificar y eliminar consumos y conceptos fijos ya facturados;TiCares;1;;;;
Parámetros generales de la aplicación;PA_COMAPP0008;El sistema gestiona visualizacin de historia clnica por mdico responsable;TiCares;0;0;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Parámetros generales de la aplicación;PA_COMAPP0009;El sistema debe mostrar historias sin mdico responsable;TiCares;0;;;;
Enfermería;PA_CISNUR0022;Permite realizar devoluciones de carros desde estacion de enfermeria->reebolso ;TiCares;false;;;;
Enfermería;PA_CISNUR0021;Alto en pixel del apartado graficado en constantes vitales y constantes respiratorias ;TiCares;300;;;;
Gestión de agendas y citas;PA_PASSCH0018;Control de admisión para citas pagadas;TiCares;0;;;;
Gestión de agendas y citas;PA_PASSCH0019;Diferencia de horas entre citas con historia;TiCares;;;;;
Gestión de agendas y citas;PA_PASSCH0020;Fecha y hora de activación de tramos de agendas;TiCares;false;;;;
Estación Clínica;PA_CISMED0052;Servicio de laboratorio para peticiones externas.;TiCares;;1103;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Estación Clínica;PA_CISMED0052;Servicio de laboratorio para peticiones externas.;TiCares;;48;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Estación Clínica;PA_CISMED0052;Servicio de laboratorio para peticiones externas.;TiCares;;231;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Estación Clínica;PA_CISMED0052;Servicio de laboratorio para peticiones externas.;TiCares;;476;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Estación Clínica;PA_CISMED0052;Servicio de laboratorio para peticiones externas.;TiCares;;356;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Estación Clínica;PA_CISMED0052;Servicio de laboratorio para peticiones externas.;TiCares;;751;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Facturación;PA_PASINV0052;Permite habilitar la facturación por paquetes;TiCares;0;;;;
Facturación;PA_PASINV0053;Permite establecer el número de días de vigencia de un presupuesto;TiCares;15;;;;
Facturación;PA_PASINV1091;Indica el valor para la serie de Facturas de Remesas;TiCares;20;;;;
Facturación;PA_PASINV0055;Indicativo de si está activada la facturación de la medicación basada en carros de Farmacia (1=Activado,0=Desactivado);TiCares;0;;;;
Pacientes;PA_COMCLI0012;Parámetro que permite cargar la dirección del centro como dirección principal del usuario;TiCares;0;;;;
Quirófano;PA_PASOPR0006;El sistema gestiona posibilidad de mostrar los materiales solicitados en la última intervención, con mismo procedimiento y cirujano principal;TiCares;0;1;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Quirófano;PA_PASOPR0006;El sistema gestiona posibilidad de mostrar los materiales solicitados en la última intervención, con mismo procedimiento y cirujano principal;TiCares;0;1;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Quirófano;PA_PASOPR0006;El sistema gestiona posibilidad de mostrar los materiales solicitados en la última intervención, con mismo procedimiento y cirujano principal;TiCares;0;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Facturación;PA_PASINV0048;Consumos negativos admitidos (Característica incompatible con el módulo de facturación);TiCares;false;;;;
Servicios Intermedios;PA_DISMOR0011;Parámetro que indica si se puede  pedir exploraciones complementarias a cualquier episodio independientemente de que esté o no cerrado;TiCares;FALSE;true;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Servicios Intermedios;PA_DISMOR0011;Parámetro que indica si se puede  pedir exploraciones complementarias a cualquier episodio independientemente de que esté o no cerrado;TiCares;FALSE;true;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Servicios Intermedios;PA_DISMOR0011;Parámetro que indica si se puede  pedir exploraciones complementarias a cualquier episodio independientemente de que esté o no cerrado;TiCares;FALSE;true;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Servicios Intermedios;PA_DISMOR0011;Parámetro que indica si se puede  pedir exploraciones complementarias a cualquier episodio independientemente de que esté o no cerrado;TiCares;FALSE;true;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Servicios Intermedios;PA_DISMOR0011;Parámetro que indica si se puede  pedir exploraciones complementarias a cualquier episodio independientemente de que esté o no cerrado;TiCares;FALSE;true;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Servicios Intermedios;PA_DISMOR0011;Parámetro que indica si se puede  pedir exploraciones complementarias a cualquier episodio independientemente de que esté o no cerrado;TiCares;FALSE;true;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Archivo;PA_PASARC0003;Posibilidad de registrar un nuevo tipo de movimiento al imprimir las etiquetas de las historias: IMPRESIÓN DE ETIQUETAS;TiCares;0;;;;
Enfermería;PA_CISNUR0020;"Xkey de la constante de enfermería correspondiente a ""Tensión Arterial""";TiCares;C668003;;;;
Parámetros generales de la aplicación;PA_COMAPP0010;El sistema usa cdigo localizado de SJD;TiCares;1;;;;
Quirófano;PA_PASOPR0005;Formulario asociado a la Hoja Operatoria por centro;TiCares;;;;;
Facturación;PA_PASINV0050;ParÃ¡metro que indica la fecha del cierre de facturaciÃ³n.;TiCares;31/07/2017;30/04/2018;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Facturación;PA_PASINV0050;ParÃ¡metro que indica la fecha del cierre de facturaciÃ³n.;TiCares;31/07/2017;31/01/2017;ÁREA HOSPITALARIA MÁLAGA;C. ASISTENCIAL SAN JUAN DE DIOS;
Facturación;PA_PASINV0050;ParÃ¡metro que indica la fecha del cierre de facturaciÃ³n.;TiCares;31/07/2017;28/02/2017;ÁREA HOSPITALARIA MADRID;C. SAN JUAN DE DIOS CIEMPOZUELOS;
Facturación;PA_PASINV0050;ParÃ¡metro que indica la fecha del cierre de facturaciÃ³n.;TiCares;31/07/2017;21/01/2025;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Facturación;PA_PASINV0050;ParÃ¡metro que indica la fecha del cierre de facturaciÃ³n.;TiCares;31/07/2017;30/09/2017;ÁREA HOSPITALARIA MADRID;NUESTRA SEÑORA DE LA PAZ;
Facturación;PA_PASINV0050;ParÃ¡metro que indica la fecha del cierre de facturaciÃ³n.;TiCares;31/07/2017;30/11/2016;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Facturación;PA_PASINV0050;ParÃ¡metro que indica la fecha del cierre de facturaciÃ³n.;TiCares;31/07/2017;31/05/2017;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Facturación;PA_PASINV0050;ParÃ¡metro que indica la fecha del cierre de facturaciÃ³n.;TiCares;31/07/2017;31/08/2017;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Facturación;PA_PASINV0050;ParÃ¡metro que indica la fecha del cierre de facturaciÃ³n.;TiCares;31/07/2017;31/01/2017;ÁREA HOSPITALARIA MÁLAGA;C. RESIDENCIA ANTEQUERA;
